comment,toxic,threat,insult,discrimination,clean_comment,tokens
"Order of Battle 
OOB added here for safe keeping
Peninsula War Formation
Commanding General: Major General William Stewart
1st Brigade: commanded by Lieutenant Colonel John Colborne
1/3rd (Kent) Regiment of Foot (The Buffs)
2/31st (Huntingdonshire) Regiment of Foot
2/48th (Northamptonshire) Regiment of Foot
2/66th (Berkshire) Regiment of Foot

2nd Brigade: commanded by Major General Daniel Hoghton
29th Regiment of Foot
1/48th (Northamptonshire) Regiment of Foot
1/57th (West Middlesex) Regiment of Foot

3rd Brigade: commanded by Lieutenant Colonel Abercromby
2/28th (North Gloucestershire) Regiment of Foot
2/34th (Cumberland) Regiment of Foot
2/39th (Dorsetshire) Regiment of Foot
3 Coys 5/60th Foot

Crimean War Formation
Commanding General: Lieutenant General Sir George de Lacy Evans

3rd Brigade: Brigadier General Adams
41st (Welsh) Regiment of Foot
47th (Lancashire) Regiment of Foot
49th Foot
4th Brigade: Brigadier General John Lysaght Pennefather
30th (Cambridgeshire) Regiment of Foot
55th (Westmorland) Regiment of Foot
95th (Derbyshire) Regiment of Foot
Two field batteries Royal Artillery

 World War I formation 

 4th (Guards) Brigade 
2nd Battalion, the Grenadier Guards
2nd Battalion, the Coldstream Guards
3rd Battalion, the Coldstream Guards
1st Battalion, the Irish Guards
1/1st Battalion, The Hertfordshire Regiment (to 6th Bde. August 1915)

The brigade left the division on 20 August 1915 to join the
Guards Division and was renamed the 1st Guards Brigade.

 5th Brigade 
2nd Battalion, the Oxfordshire & Buckinghamshire Light Infantry
2nd Battalion, the Highland Light Infantry
17th (Service) Battalion, the Royal Fusiliers (from 99th Bde. December 1915, to 6th Bde. in February 1918)
24th (Service) Battalion, the Royal Fusiliers (from 99th Bde. December 1915)

The following battalions were part of the brigade during 1915.
1/7th Battalion, The King's (Liverpool Regiment) (September 1915 to November 1915)
2nd Battalion, the Royal Inniskilling Fusiliers (January 1915 to July 1915)                                                                    
2nd Battalion, The Worcestershire Regiment (August 1914 to December 1915)
1/9th Battalion (Glasgow Highlanders), the Highland Light Infantry (November 1914 to January 1916)
1st Battalion, The Queen's (Royal West Surrey Regiment) (July 1915 to December 1915)

 6th Brigade 
1st Battalion, The King's (Liverpool Regiment) 
2nd Battalion, The South Staffordshire Regiment
13th (Service) Battalion (West Ham), The Essex Regiment
1st Battalion, the King's Royal Rifle Corps (to 99th Bde. December 1915)

The following battalions were part of the brigade during 1915.
1st Battalion, the Royal Berkshire Regiment (August 1914 to December 1915) 
1/5th Battalion, The King's (Liverpool Regiment) (February 1915 to December 1915)
1/7th Battalion, The King's (Liverpool Regiment) (March 1915 to September 1915) 
1/1st Battalion, The Hertfordshire Regiment (August 1915 to June 1916)

The 17th Battalion of the Royal Fusiliers joined the brigade from
the 5th Brigade in February 1918.

 19th Brigade (19 August 1915 to 25 November 1915) 
2nd Battalion, the Royal Welch Fusiliers
1st Battalion, the Cameronians (Scottish Rifles)
1/5th Battalion, the Cameronians (Scottish Rifles)
1st Battalion, The Middlesex Regiment
2nd Battalion, the Argyll & Sutherland Highlanders

The brigade joined the division in August 1915 from the 27th Division and left in November for the 33rd Division,
where it swapped with the 99th Brigade.

 99th Brigade  
22nd (Service) Battalion, the Royal Fusiliers
23rd (Service) Battalion, the Royal Fusiliers
1st B",0,0,0,0,"order of battle 
oob added here for safe keeping
peninsula war formation
commanding general major general william stewart
1st brigade commanded by lieutenant colonel john colborne
13rd kent regiment of foot the buffs
231st huntingdonshire regiment of foot
248th northamptonshire regiment of foot
266th berkshire regiment of foot

2nd brigade commanded by major general daniel hoghton
29th regiment of foot
148th northamptonshire regiment of foot
157th west middlesex regiment of foot

3rd brigade commanded by lieutenant colonel abercromby
228th north gloucestershire regiment of foot
234th cumberland regiment of foot
239th dorsetshire regiment of foot
3 coys 560th foot

crimean war formation
commanding general lieutenant general sir george de lacy evans

3rd brigade brigadier general adams
41st welsh regiment of foot
47th lancashire regiment of foot
49th foot
4th brigade brigadier general john lysaght pennefather
30th cambridgeshire regiment of foot
55th westmorland regiment of foot
95th derbyshire regiment of foot
two field batteries royal artillery

 world war i formation 

 4th guards brigade 
2nd battalion the grenadier guards
2nd battalion the coldstream guards
3rd battalion the coldstream guards
1st battalion the irish guards
11st battalion the hertfordshire regiment to 6th bde august 1915

the brigade left the division on 20 august 1915 to join the
guards division and was renamed the 1st guards brigade

 5th brigade 
2nd battalion the oxfordshire  buckinghamshire light infantry
2nd battalion the highland light infantry
17th service battalion the royal fusiliers from 99th bde december 1915 to 6th bde in february 1918
24th service battalion the royal fusiliers from 99th bde december 1915

the following battalions were part of the brigade during 1915
17th battalion the kings liverpool regiment september 1915 to november 1915
2nd battalion the royal inniskilling fusiliers january 1915 to july 1915                                                                    
2nd battalion the worcestershire regiment august 1914 to december 1915
19th battalion glasgow highlanders the highland light infantry november 1914 to january 1916
1st battalion the queens royal west surrey regiment july 1915 to december 1915

 6th brigade 
1st battalion the kings liverpool regiment 
2nd battalion the south staffordshire regiment
13th service battalion west ham the essex regiment
1st battalion the kings royal rifle corps to 99th bde december 1915

the following battalions were part of the brigade during 1915
1st battalion the royal berkshire regiment august 1914 to december 1915 
15th battalion the kings liverpool regiment february 1915 to december 1915
17th battalion the kings liverpool regiment march 1915 to september 1915 
11st battalion the hertfordshire regiment august 1915 to june 1916

the 17th battalion of the royal fusiliers joined the brigade from
the 5th brigade in february 1918

 19th brigade 19 august 1915 to 25 november 1915 
2nd battalion the royal welch fusiliers
1st battalion the cameronians scottish rifles
15th battalion the cameronians scottish rifles
1st battalion the middlesex regiment
2nd battalion the argyll  sutherland highlanders

the brigade joined the division in august 1915 from the 27th division and left in november for the 33rd division
where it swapped with the 99th brigade

 99th brigade  
22nd service battalion the royal fusiliers
23rd service battalion the royal fusiliers
1st b","['order', 'battle', 'oob', 'added', 'safe', 'keeping', 'peninsula', 'war', 'formation', 'commanding', 'general', 'major', 'general', 'william', 'stewart', '1st', 'brigade', 'commanded', 'lieutenant', 'colonel', 'john', 'colborne', '13rd', 'kent', 'regiment', 'foot', 'buffs', '231st', 'huntingdonshire', 'regiment', 'foot', '248th', 'northamptonshire', 'regiment', 'foot', '266th', 'berkshire', 'regiment', 'foot', '2nd', 'brigade', 'commanded', 'major', 'general', 'daniel', 'hoghton', '29th', 'regiment', 'foot', '148th', 'northamptonshire', 'regiment', 'foot', '157th', 'west', 'middlesex', 'regiment', 'foot', '3rd', 'brigade', 'commanded', 'lieutenant', 'colonel', 'abercromby', '228th', 'north', 'gloucestershire', 'regiment', 'foot', '234th', 'cumberland', 'regiment', 'foot', '239th', 'dorsetshire', 'regiment', 'foot', '3', 'coys', '560th', 'foot', 'crimean', 'war', 'formation', 'commanding', 'general', 'lieutenant', 'general', 'sir', 'george', 'lacy', 'evans', '3rd', 'brigade', 'brigadier', 'general', 'adams', '41st', 'welsh', 'regiment', 'foot', '47th', 'lancashire', 'regiment', 'foot', '49th', 'foot', '4th', 'brigade', 'brigadier', 'general', 'john', 'lysaght', 'pennefather', '30th', 'cambridgeshire', 'regiment', 'foot', '55th', 'westmorland', 'regiment', 'foot', '95th', 'derbyshire', 'regiment', 'foot', 'field', 'batteries', 'royal', 'artillery', 'world', 'war', 'formation', '4th', 'guards', 'brigade', '2nd', 'battalion', 'grenadier', 'guards', '2nd', 'battalion', 'coldstream', 'guards', '3rd', 'battalion', 'coldstream', 'guards', '1st', 'battalion', 'irish', 'guards', '11st', 'battalion', 'hertfordshire', 'regiment', '6th', 'bde', 'august', '1915', 'brigade', 'left', 'division', '20', 'august', '1915', 'join', 'guards', 'division', 'renamed', '1st', 'guards', 'brigade', '5th', 'brigade', '2nd', 'battalion', 'oxfordshire', 'buckinghamshire', 'light', 'infantry', '2nd', 'battalion', 'highland', 'light', 'infantry', '17th', 'service', 'battalion', 'royal', 'fusiliers', '99th', 'bde', 'december', '1915', '6th', 'bde', 'february', '1918', '24th', 'service', 'battalion', 'royal', 'fusiliers', '99th', 'bde', 'december', '1915', 'following', 'battalions', 'brigade', '1915', '17th', 'battalion', 'kings', 'liverpool', 'regiment', 'september', '1915', 'november', '1915', '2nd', 'battalion', 'royal', 'inniskilling', 'fusiliers', 'january', '1915', 'july', '1915', '2nd', 'battalion', 'worcestershire', 'regiment', 'august', '1914', 'december', '1915', '19th', 'battalion', 'glasgow', 'highlanders', 'highland', 'light', 'infantry', 'november', '1914', 'january', '1916', '1st', 'battalion', 'queens', 'royal', 'west', 'surrey', 'regiment', 'july', '1915', 'december', '1915', '6th', 'brigade', '1st', 'battalion', 'kings', 'liverpool', 'regiment', '2nd', 'battalion', 'south', 'staffordshire', 'regiment', '13th', 'service', 'battalion', 'west', 'ham', 'essex', 'regiment', '1st', 'battalion', 'kings', 'royal', 'rifle', 'corps', '99th', 'bde', 'december', '1915', 'following', 'battalions', 'brigade', '1915', '1st', 'battalion', 'royal', 'berkshire', 'regiment', 'august', '1914', 'december', '1915', '15th', 'battalion', 'kings', 'liverpool', 'regiment', 'february', '1915', 'december', '1915', '17th', 'battalion', 'kings', 'liverpool', 'regiment', 'march', '1915', 'september', '1915', '11st', 'battalion', 'hertfordshire', 'regiment', 'august', '1915', 'june', '1916', '17th', 'battalion', 'royal', 'fusiliers', 'joined', 'brigade', '5th', 'brigade', 'february', '1918', '19th', 'brigade', '19', 'august', '1915', '25', 'november', '1915', '2nd', 'battalion', 'royal', 'welch', 'fusiliers', '1st', 'battalion', 'cameronians', 'scottish', 'rifles', '15th', 'battalion', 'cameronians', 'scottish', 'rifles', '1st', 'battalion', 'middlesex', 'regiment', '2nd', 'battalion', 'argyll', 'sutherland', 'highlanders', 'brigade', 'joined', 'division', 'august', '1915', '27th', 'division', 'left', 'november', '33rd', 'division', 'swapped', '99th', 'brigade', '99th', 'brigade', '22nd', 'service', 'battalion', 'royal', 'fusiliers', '23rd', 'service', 'battalion', 'royal', 'fusiliers', '1st', 'b']"
"""

 Dario (footballer) 

You where very correct in your assumptions.  """,0,0,0,0,"

 dario footballer 

you where very correct in your assumptions  ","['dario', 'footballer', 'correct', 'assumptions']"
"Die Whore 

Die you whore.",1,1,1,0,"die whore 

die you whore","['die', 'whore', 'die', 'whore']"
Who cares asshole? Stop terrorizing wikipedia users with your stupid questions!,1,0,1,0,who cares asshole stop terrorizing wikipedia users with your stupid questions,"['cares', 'asshole', 'stop', 'terrorizing', 'wikipedia', 'users', 'stupid', 'questions']"
from a state of lesser understanding,0,0,0,0,from a state of lesser understanding,"['state', 'lesser', 'understanding']"
Deal with whatever definitions the critics use.,0,0,0,0,deal with whatever definitions the critics use,"['deal', 'definitions', 'critics', 'use']"
"I shalt sever thy head at the neck. 

It will be dreadfully slow and painful, in accordance with Wikipedia policies.",0,1,0,0,"i shalt sever thy head at the neck 

it will be dreadfully slow and painful in accordance with wikipedia policies","['shalt', 'sever', 'thy', 'head', 'neck', 'dreadfully', 'slow', 'painful', 'accordance', 'wikipedia', 'policies']"
"""

I have, to my knowledge, never disallowed or dismissed the technical mathematical correctness of anything on these talk pages, only its direct relevance to the issue of physical movement (aka the problems posed by Zeno of Elea). By all means, perform your calculations and come to whatever conclusions you like, but PROVE that calculus actually correlates with what you say it does in relation to physical movement through ALL scales of movement. 

If you can't prove it, the statement 'more modern calculus has solved the mathematical aspects of the paradox with high-accuracy' remains the most scientifically credible and testable!   """,0,0,0,0,"

i have to my knowledge never disallowed or dismissed the technical mathematical correctness of anything on these talk pages only its direct relevance to the issue of physical movement aka the problems posed by zeno of elea by all means perform your calculations and come to whatever conclusions you like but prove that calculus actually correlates with what you say it does in relation to physical movement through all scales of movement 

if you cant prove it the statement more modern calculus has solved the mathematical aspects of the paradox with highaccuracy remains the most scientifically credible and testable   ","['knowledge', 'disallowed', 'dismissed', 'technical', 'mathematical', 'correctness', 'talk', 'pages', 'direct', 'relevance', 'issue', 'physical', 'movement', 'aka', 'problems', 'posed', 'zeno', 'elea', 'means', 'perform', 'calculations', 'come', 'conclusions', 'like', 'prove', 'calculus', 'actually', 'correlates', 'say', 'does', 'relation', 'physical', 'movement', 'scales', 'movement', 'prove', 'statement', 'modern', 'calculus', 'solved', 'mathematical', 'aspects', 'paradox', 'highaccuracy', 'remains', 'scientifically', 'credible', 'testable']"
"Merge 

no point of being part of hempstead as it's listed as its own branch.",0,0,0,0,"merge 

no point of being part of hempstead as its listed as its own branch","['merge', 'point', 'hempstead', 'listed', 'branch']"
o no all these bastardsllpaybad,1,0,0,0,o no all these bastardsllpaybad,"['o', 'bastardsllpaybad']"
"""
Actually I am fully Arabic and Islamic and the correct spelling unlike how you stupid christians have been spelling it is """"Mou'ammar Al Qadhdhaffy"""". But you are all too racist and white and stupid too accept that124.180.159.192  """,1,0,1,1,"
actually i am fully arabic and islamic and the correct spelling unlike how you stupid christians have been spelling it is mouammar al qadhdhaffy but you are all too racist and white and stupid too accept that124180159192  ","['actually', 'fully', 'arabic', 'islamic', 'correct', 'spelling', 'unlike', 'stupid', 'christians', 'spelling', 'mouammar', 'al', 'qadhdhaffy', 'racist', 'white', 'stupid', 'accept', 'that124180159192']"
"I'm not talking about wikipedia, I'm talking about real life. All the world except for you gayreeks should be treated nicely, you should be executed.",0,1,0,0,im not talking about wikipedia im talking about real life all the world except for you gayreeks should be treated nicely you should be executed,"['im', 'talking', 'wikipedia', 'im', 'talking', 'real', 'life', 'world', 'gayreeks', 'treated', 'nicely', 'executed']"
"""Vandalism==
I'm damn sick and tired of idiots vandalising this page with things like """"OMFG Dale is so fucking hot"""" NO ONE FUCKING CARES! Fuck off if you are going to do shit like that. There should be an instant ban for stuff like that!

==""",1,0,1,0,"vandalism
im damn sick and tired of idiots vandalising this page with things like omfg dale is so fucking hot no one fucking cares fuck off if you are going to do shit like that there should be an instant ban for stuff like that

","['vandalism', 'im', 'damn', 'sick', 'tired', 'idiots', 'vandalising', 'page', 'things', 'like', 'omfg', 'dale', 'fucking', 'hot', 'fucking', 'cares', 'fuck', 'going', 'shit', 'like', 'instant', 'ban', 'stuff', 'like']"
", 3 June 2008 (UTC)

If I fail to come up with an acceptable entry for this, I'll just go back to creating and editing pages for CSI: Miami, my favorite TV show, like I've been doing.

  15:55",0,0,0,0," 3 june 2008 utc

if i fail to come up with an acceptable entry for this ill just go back to creating and editing pages for csi miami my favorite tv show like ive been doing

  1555","['3', 'june', '2008', 'utc', 'fail', 'come', 'acceptable', 'entry', 'ill', 'just', 'creating', 'editing', 'pages', 'csi', 'miami', 'favorite', 'tv', 'like', 'ive', 'doing', '1555']"
Listen to me nigga I am your Lord ! Go to cotton plantation and work for Proud South!,1,0,1,1,listen to me nigga i am your lord  go to cotton plantation and work for proud south,"['listen', 'nigga', 'lord', 'cotton', 'plantation', 'work', 'proud', 'south']"
"""
Wow, you're the one commenting on how users commenting on the page are """"drooling retards"""" and you try to drop this courtesy C&P; on me? You're just as pathetic as you've always been and I hope you die in a jizz fire.""",1,1,1,0,"
wow youre the one commenting on how users commenting on the page are drooling retards and you try to drop this courtesy cp on me youre just as pathetic as youve always been and i hope you die in a jizz fire","['wow', 'youre', 'commenting', 'users', 'commenting', 'page', 'drooling', 'retards', 'try', 'drop', 'courtesy', 'cp', 'youre', 'just', 'pathetic', 'youve', 'hope', 'die', 'jizz']"
"I'm just about to post something below you can read and follow/use/refer to/link to (whatever), if you want. Admin have my balls now, so couldn't stay if I wanted to - and to be honest, I don't. Take care (and don't be so hard on us Brits!),",0,0,0,0,im just about to post something below you can read and followuserefer tolink to whatever if you want admin have my balls now so couldnt stay if i wanted to  and to be honest i dont take care and dont be so hard on us brits,"['im', 'just', 'post', 'read', 'followuserefer', 'tolink', 'want', 'admin', 'balls', 'stay', 'wanted', 'honest', 'dont', 'care', 'dont', 'hard', 'brits']"
"What part of FUCK OFF don't you understand, youi mouth breathing pimply turd?  While you'll never bang a hot chick, you can be king of shit mountain, it that it?  I laugh at you.  You can erase and erase and erase.  It's people like you that's the reason this site isn;t making money.  Most people wouldn;t put up with your cliquey bullshit.  I, on the other hand, dont care, have plenty of time, and am all around a better person that you.  I'll bet dollars to donuts I have more money, more respect, a better job, a hotter wife and a better life.  I KNOW this is all you have.  HA, i laugh while you erase.",1,0,1,0,what part of fuck off dont you understand youi mouth breathing pimply turd  while youll never bang a hot chick you can be king of shit mountain it that it  i laugh at you  you can erase and erase and erase  its people like you thats the reason this site isnt making money  most people wouldnt put up with your cliquey bullshit  i on the other hand dont care have plenty of time and am all around a better person that you  ill bet dollars to donuts i have more money more respect a better job a hotter wife and a better life  i know this is all you have  ha i laugh while you erase,"['fuck', 'dont', 'understand', 'youi', 'mouth', 'breathing', 'pimply', 'turd', 'youll', 'bang', 'hot', 'chick', 'king', 'shit', 'mountain', 'laugh', 'erase', 'erase', 'erase', 'people', 'like', 'thats', 'reason', 'site', 'isnt', 'making', 'money', 'people', 'wouldnt', 'cliquey', 'bullshit', 'hand', 'dont', 'care', 'plenty', 'time', 'better', 'person', 'ill', 'bet', 'dollars', 'donuts', 'money', 'respect', 'better', 'job', 'hotter', 'wife', 'better', 'life', 'know', 'ha', 'laugh', 'erase']"
"""::::::::::::::::::::::::I've told you, in good faith, based on long experience (not """"infinite wisdom""""), what the problems here are. This thread began with me being able to say """"I told you so"""" to someone just like you, only two days ago. Why should I not still feel the same way about you? What has happened to make me feel any differently? I submit, that by ignoring my observations, you are just making things worse. And please drop the sarcastic bullshit.   
""",1,0,0,0,"ive told you in good faith based on long experience not infinite wisdom what the problems here are this thread began with me being able to say i told you so to someone just like you only two days ago why should i not still feel the same way about you what has happened to make me feel any differently i submit that by ignoring my observations you are just making things worse and please drop the sarcastic bullshit   
","['ive', 'told', 'good', 'faith', 'based', 'long', 'experience', 'infinite', 'wisdom', 'problems', 'thread', 'began', 'able', 'say', 'told', 'just', 'like', 'days', 'ago', 'feel', 'way', 'happened', 'make', 'feel', 'differently', 'submit', 'ignoring', 'observations', 'just', 'making', 'things', 'worse', 'drop', 'sarcastic', 'bullshit']"
Yeah thats a really good way to get a life! Fucking fag!,1,0,1,1,yeah thats a really good way to get a life fucking fag,"['yeah', 'thats', 'really', 'good', 'way', 'life', 'fucking', 'fag']"
