comment,toxic,threat,insult,discrimination
JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALES MUST DIE!!!!!!!!!!!!  JIM WALE,1,1,0,0
"fuck you 

i hate you why do you delete pages do you have a life are you gay if you make the page marring manz you hall be cool however at the moment you are gay",1,0,1,1
well do it then bitch ass faggot,1,0,1,1
"Bruce Jenner 

Leave his name as Bruce jenner.",0,0,0,0
"Image source 
Nirmal
(  )

Dear Sir,
I am extremely sorry for my work done in Wikipedia.I understand i am a very poor editor and need some time in perfecting my editing skills.I was under the impression the Hindu paper releases the images in the said license.The purpose of this is to convey to you my sincere apologies for any inconvenience you have experienced during these few weeks.
I just returned from college  and found your message in my talk page.I have also seen the complaints made against by another user.I have in a true sense not vandalized Wikipedia but wanted others to get authentic information.I have use the information from government websites.If i have done something wrong,please correct me.
Sir, let me assure you that what happened was not vandalizing but out of laziness to provide citations.Can i copy the info from the info from govt websites and then add citations and references??(  )",0,0,0,0
"Reasons why I hate you 

1. You wrote on my page. Die. Die now bastard.

2. Being annoyingly quick at editing. You are gay.

3. Anally savaging my pets.",1,1,1,1
"That may be the case, but there is still no ambiguity over the repulsiveness of irish nationalists, who deserved to be shot dead. 79.75.141.101",0,1,0,0
Yep your pov pushing FYROM is redundant and you twisted my words from the start Fever,0,0,0,0
"That's funny. You was personally offended? So the bad things writer new you, your name etc, right? 
And one get offended by a comment, or epithets on a website, then that same person must grow up spiritually for some more 5 centuries at least.
And if one get more offended by the previous comment, then that same person must kill him/hersef.

Take care!",0,1,0,0
"Oh yes, john let us all join the hate fest against turks. Remember Turks are evil and Turkiye should be nuked...Yesssssss",1,0,0,1
"Yes, they arn't accepting new cases until after christmas, which is very bad in my case; this would mean I'd do a whole semester without being diagonosed [I probably have Asperger's].",0,0,0,0
"Dear Samuel the Ghost:  your view is simplistic, since not all heretics were errant Catholics, even in Aquinas' time.  Many were never baptized, and never had their children baptized, either.  So it was an important question at that time:  should we force baptism on these children?",0,0,0,0
"Sean Harris 
I apologize for my use of profanity, but I was the only one who bothered enhancing the Sean Harris' page, listing his films and his television work. It's infuriating, when people edit, not only ruining the format but changing the years (Beware the Night to be specific, as it is slated for 2015 not 2014) and trying to advertise his work on the page. I will continue to uphold his page. Every movie that is on his list can be directly referenced to IMDB, I do not accept the use of his earlier short films because there are no references, no proof and no information that would exonerate such claims. I am going to uphold the site, and will refrain from my profanity. I don't even know who's editing the page, but it's seriously making me angry.",0,0,0,0
"""

First, as for , """"someone who apparently designed some Boeing planes"""" is dr Waclaw Berczynski, engineer, constructor of Boeing with 21-year experience:  . It looks like you haven't even read the section you've removed... Regarding to the access to the black boxes, please read that handed over transcripts of records of black boxes. on Polish Wikipedia based, inter alia, on government's site. And I suggest to read about some of the results of reading the transcripts: boxes stopped working above the ground and Błasik wasn't in the cockpit of Tu-154 M. If you refer to the final report and the sentence """"...at the presence of Polish specialists and a Polish military prosecutor"""", it is like the lies of Ewa Kopacz about the fake-autopsies: """"Polish and Russians worked side by side"""". And it came out that the documents of autopsies there are no polish names signed and the parameters of bodies coincide with the real at about 3-5%... About Binienda, he was awarded by the American Society of Civil Engineers for technical contribution in the development of modern space design with applications in civil engineering"""" and NASA:  and others and he cooperated with NASA in designing of an engine applied in Boeing 787 Dreamliner, read [pl.wikipedia.org/wiki/Wiesław_Binienda|here] with the refs. He explained many times about the data in his simulation model and appealed for a joint conference/researches with other specialists and officials: invite the prosecutors to the USA. And it was Artymowicz who actually want to confront his arguments in a discussion. And if you are screaming about """"Newsweek Poland"""" as it is supposed to be an immaculate, high-reliable source, its editor in chief is known of his political views and I won't comment that...   """,0,0,0,0
"I've played around with the lead, but to may need to be tightened.",0,0,0,0
I've already answered the questions but mine were not. So now that Hebrew is out of the lead it looks like we are off to a good start on removing politics and uneeded translations. Anyone mind if I remove the Egyptian spelling? The reasoning has already been provided. And since an edit war is probably starting (notice the recent reverts) it would make sense to end it now.,0,0,0,0
"Right, But as far as I am aware, nobody has requested state or federal  funding to build a space elevator in Minnesota as has been the case recently with PRT. Just this week, a PRT promoter asked the Hennepin County Railroad Authority for a resolution in support of PRT. You can watch the video of his presentation on my blog. Do you think the Wikipedia PRT article is a good source of information about PRT  for public officials faced with a decision to commit public funding or rights of way for PRT?",0,0,0,0
"That's no personal attack, that's the truth. He is an idiot.",1,0,1,0
"""

 date of Beowulf is might be wrong 
from the article """" in the Anglo-Saxon epic poem Beowulf (bce. 700–1000)""""  
I thought it was 700-1000 CE not BCE   """,0,0,0,0
of killing all the jews,1,1,0,1
"It certainly is someone who's been around before, I just can't think of who it is. It's a little freaky. Ah well. We had a bit of a blizzard today and now it is 9 degrees and dropping. Just grand.",0,0,0,0
"scum who look up to Che deserve the worst kind of death.==

you faggot little bitches suck balls.

==",1,1,1,0
Your merge was worthless; You basically removed everything in the article about the actual games.,1,0,0,0
"""== Which article is the best target for a """"wild oat"""" redirect? ==

This page current redirects to Avena sterilis, which is only one of several species known as """"wild oats."""" I found this confusing, and intend to change this to redirect to the Avena article. Please comment if you object! """,0,0,0,0
""":::::Would you like to see why I filed the Sockpuppet thing?  And if your trying to get me angry by insulting me, it won't work.|Aww nuts! 
""",1,0,0,0
"""

The Wallace line demarcates biogeographical continents, which to a large extent coincide with the geological continents. On those grounds, East Timor is not a part of Asia. On the other hand, it seems that geopolitically East Timor is considered a part of Asia.
There are two problems I see with your position.
Firstly, Oceania is a geopolitical continent, not a biogeographic or geological one. From the geopolitical point of view, East Timor is in Asia. From any other point of view, Oceania doesn't exist. Either way, East Timor is not a part of Oceania.
Secondly, reputable sources have been presented, which state straight out that East Timor is in Asia. They may not state their criteria, but they are unambiguous in their position. You, on the other hand, are unable to present any sources, and are relying entirely upon reasoning. I salute your reasoning, but the fact is the sources win. The CIA and the UN are considered more reliable that your good self, no matter how ingenious your rationale. Wikipedia has a long-standing verifiability policy that states """"The threshold for inclusion in Wikipedia is verifiability, not truth.""""
Hesperian """,0,0,0,0
"17Drew that's incredibly insulting. You fail to take into account that most of the book's readers are children. If you Google search your favourite book series as an 9 year old kid, and click on Wiki, it brings you here. Perhaps that kid didn't know what the word summary or synopsis meant. Perhaps he just scrolled down and caught a word he didn't mean too. -Please read my post below for more.",0,0,0,0
Error can somone please move this to original (before my edits to Swedish Resistance Movement)?,0,0,0,0
"Barnaby you are absolutely right. Nitpicking is an ongoing problem in this article by many parties. Mea Culpa                                            
The guideline *is* very clear: Block quotations
Format a long quote (more than four lines, or consisting of more than one paragraph, regardless of number of lines) as a block quotation, which Wikimedia's software will indent from both margins.
Neither quote is  four lines, not even close. I always appreciate your input.
SRQ, I do have a stalking problem and at no time above did I mention you.",0,0,0,0
"I don't see the secondary source that you were asking for for any new addition into this section, could you explain why this one is different? is it the number of citations? Thanks 90.46.37.131",0,0,0,0
"\
WOAAAA LOOK THE FUCK OUT! WE HAVE A FUCKIN KEYBOARD WARRIOR HERE! Seriously, fuck off with your melodramatic bullshit, mate; and go outside and get some fucking fresh air. You are obviously not an Admin, so stop acting as though you fucking are, dickhead.",1,0,1,0
"Last post
I'm posting this here so that you know I will no longer write here. This is the last post.",0,0,0,0
"You must be a complete moron.  You have no authority to warn people.  I just warned you, too.  Big Whoop.  Stop bugging people and get a life.",0,0,1,0
"""

=The authority of the user Node_ue in the matter of languages

Mark Williamson also known as Node_ue is a kid of 16 years old. (Born at 1989-08-18, Scottsdale, Arizona, United States [] )

What is the authority and credibility of this kid in the matter of languages? He didn't finished his highschool yet. All other words are useless …

Who is Node? Who is Mark Williamson? Just look at the picture:

Poor little Node having problem with languages! Sic!

I think Mark Williamson known also as """"Node ue"""" is having difficulties  with the words out of his mouth!

Nevertheless the authority of Node_ue is very good presented by himself in [] 

Just take a look the way the Kid Mark looks himself: (Warning! May be in various ways interpreted!) 

Mark is an all-powerful entity made of pure energy. If you know him, you will be blessed and your dreams will come true (or at least they might).

Strengths: All powerful, handsome, smart.

Weaknesses: NONE!!! THE GREAT MARK HAS NO WEAKNESSES! HE IS ALL-POWERFUL!

Special Skills: All-powerfulness, intelligence, &c.;

Weapons: All-powerfulness... sharp teeth... hrm...

All-powerfulness: YES! THE GREAT ENTITY KNOWN AS """"MARK"""" IS ALL-POWERFUL!!! YES!

Link to: []

Of course his ass is so painful….Guess why?!

Node's origin as a faggot (gay)…

[] (where he admits he is a faggot)

""""I've also noticed a few things that are possible hints at his thinking he's homosexual/bisexual but not wanting to admit it to himself:
He lies quite a bit to make himself look more """"masculine"""" (apparently he's the most popular guy in school with the girls, and he has to run quickly if he wants to get away from them), he is always going on about how much more attractive he is than me (according to him, this is because both of his parents are of 100% Jewish ancestry, while I only have 3/8ths [3/4ths of the people on my mother's side]), he goes out of his way to make extremely offensive jokes about homo/bisexuality, he goes out of his way to make it look like he's a homophobe, and at the mention of anything even remotely related to homosexuality he has so much disgust for it that he must show that you could fill a whole encyclopedia with his """"ewws"""" (not really meant seriously, according to him).""""

He may be contacted very easy at: 

MSN: aaaboyz1@hotmail.com
Yahoo Messenger:  node_ue (Yahoo ID)
ICQ: 97325293
AOL: IchiUpsideDown
Email address: node.ue@gmail.com 

Everything said here was based on his own declarations and own statements. 

His authority and credibility is equal with 0.

Take this as a LAST warning and stop editing controversial edits on this page!
Take this as a LAST warning and stop editing controversial edits on this page!
Take this as a LAST warning and stop editing controversial edits on this page!

His truly friend, 
Love

THIS IS NOT A PERSONAL ATTACK BUT THE TRUTH SAID BY Node_ue!""",1,0,0,0
